Method	ID	Branch	Number of mutations	FP	FN	TP
QP	m5_S45_k2_eps0.1	4	139	1	8	8
QP	m5_S45_k2_eps0.1	1	41	2	1	5
QP	m5_S45_k2_eps0.1	3	179	0	1	7
QP	m5_S45_k2_eps0.1	2	71	0	1	5
QP	m5_S45_k2_eps0.1	5	93	2	1	5
QP	m5_S45_k2_eps0.1	4	139	3	2	6
QP	m5_S45_k2_eps0.1	1	41	5	0	2
QP	m5_S45_k2_eps0.1	3	179	4	0	3
QP	m5_S45_k2_eps0.1	2	71	2	0	3
QP	m5_S45_k2_eps0.1	5	93	4	0	3
QP	m5_S45_k2_eps0.1	4	139	6	0	3
PhyloSigFinder.QP	m5_S45_k2_eps0.1	1	41	2	10	4
PhyloSigFinder.QP	m5_S45_k2_eps0.1	3	179	0	2	14
PhyloSigFinder.QP	m5_S45_k2_eps0.1	2	71	2	7	6
PhyloSigFinder.QP	m5_S45_k2_eps0.1	5	93	1	7	6
PhyloSigFinder.QP	m5_S45_k2_eps0.1	4	139	1	5	11
PhyloSigFinder.QP	m5_S45_k2_eps0.1	1	41	3	3	3
PhyloSigFinder.QP	m5_S45_k2_eps0.1	3	179	6	0	8
PhyloSigFinder.QP	m5_S45_k2_eps0.1	2	71	3	1	5
PhyloSigFinder.QP	m5_S45_k2_eps0.1	5	93	2	1	5
PhyloSigFinder.QP	m5_S45_k2_eps0.1	4	139	6	2	6
PhyloSigFinder.QP	m5_S45_k2_eps0.1	1	41	4	0	2
PhyloSigFinder.QP	m5_S45_k2_eps0.1	3	179	11	0	3
PhyloSigFinder.QP	m5_S45_k2_eps0.1	2	71	5	0	3
PhyloSigFinder.QP	m5_S45_k2_eps0.1	5	93	4	0	3
PhyloSigFinder.QP	m5_S45_k2_eps0.1	4	139	9	0	3
QP	m5_S5_k2_eps0.1	1	173	0	5	9
QP	m5_S5_k2_eps0.1	3	115	1	6	8
QP	m5_S5_k2_eps0.1	2	95	0	6	8
QP	m5_S5_k2_eps0.1	5	180	0	5	7
QP	m5_S5_k2_eps0.1	4	86	0	4	6
QP	m5_S5_k2_eps0.1	1	173	3	1	6
QP	m5_S5_k2_eps0.1	3	115	3	1	6
QP	m5_S5_k2_eps0.1	2	95	3	2	5
QP	m5_S5_k2_eps0.1	5	180	0	0	7
QP	m5_S5_k2_eps0.1	4	86	0	1	6
QP	m5_S5_k2_eps0.1	1	173	5	0	4
QP	m5_S5_k2_eps0.1	3	115	5	0	4
QP	m5_S5_k2_eps0.1	2	95	4	0	4
QP	m5_S5_k2_eps0.1	5	180	3	0	4
QP	m5_S5_k2_eps0.1	4	86	3	1	3
PhyloSigFinder.QP	m5_S5_k2_eps0.1	1	173	0	4	10
PhyloSigFinder.QP	m5_S5_k2_eps0.1	3	115	0	4	10
PhyloSigFinder.QP	m5_S5_k2_eps0.1	2	95	0	7	7
PhyloSigFinder.QP	m5_S5_k2_eps0.1	5	180	0	4	8
PhyloSigFinder.QP	m5_S5_k2_eps0.1	4	86	1	5	5
PhyloSigFinder.QP	m5_S5_k2_eps0.1	1	173	4	1	6
PhyloSigFinder.QP	m5_S5_k2_eps0.1	3	115	4	1	6
PhyloSigFinder.QP	m5_S5_k2_eps0.1	2	95	2	2	5
PhyloSigFinder.QP	m5_S5_k2_eps0.1	5	180	1	0	7
PhyloSigFinder.QP	m5_S5_k2_eps0.1	4	86	1	2	5
PhyloSigFinder.QP	m5_S5_k2_eps0.1	1	173	6	0	4
PhyloSigFinder.QP	m5_S5_k2_eps0.1	3	115	6	0	4
PhyloSigFinder.QP	m5_S5_k2_eps0.1	2	95	3	0	4
PhyloSigFinder.QP	m5_S5_k2_eps0.1	5	180	4	0	4
PhyloSigFinder.QP	m5_S5_k2_eps0.1	4	86	3	1	3
QP	m5_S62_k2_eps0.1	1	139	0	6	6
QP	m5_S62_k2_eps0.1	3	137	0	7	5
QP	m5_S62_k2_eps0.1	2	125	0	6	5
QP	m5_S62_k2_eps0.1	5	188	0	7	5
QP	m5_S62_k2_eps0.1	4	155	2	6	5
QP	m5_S62_k2_eps0.1	1	139	0	0	6
QP	m5_S62_k2_eps0.1	3	137	0	1	5
QP	m5_S62_k2_eps0.1	2	125	0	1	5
QP	m5_S62_k2_eps0.1	5	188	0	1	5
QP	m5_S62_k2_eps0.1	4	155	2	3	5
QP	m5_S62_k2_eps0.1	1	139	3	0	3
QP	m5_S62_k2_eps0.1	3	137	2	0	3
QP	m5_S62_k2_eps0.1	2	125	1	0	4
QP	m5_S62_k2_eps0.1	5	188	2	0	3
QP	m5_S62_k2_eps0.1	4	155	3	0	4
PhyloSigFinder.QP	m5_S62_k2_eps0.1	1	139	0	5	7
PhyloSigFinder.QP	m5_S62_k2_eps0.1	3	137	0	5	7
PhyloSigFinder.QP	m5_S62_k2_eps0.1	2	125	1	3	8
PhyloSigFinder.QP	m5_S62_k2_eps0.1	5	188	0	4	8
PhyloSigFinder.QP	m5_S62_k2_eps0.1	4	155	1	4	7
PhyloSigFinder.QP	m5_S62_k2_eps0.1	1	139	1	0	6
PhyloSigFinder.QP	m5_S62_k2_eps0.1	3	137	1	0	6
PhyloSigFinder.QP	m5_S62_k2_eps0.1	2	125	4	1	5
PhyloSigFinder.QP	m5_S62_k2_eps0.1	5	188	2	0	6
PhyloSigFinder.QP	m5_S62_k2_eps0.1	4	155	2	2	6
PhyloSigFinder.QP	m5_S62_k2_eps0.1	1	139	4	0	3
PhyloSigFinder.QP	m5_S62_k2_eps0.1	3	137	4	0	3
PhyloSigFinder.QP	m5_S62_k2_eps0.1	2	125	5	0	4
PhyloSigFinder.QP	m5_S62_k2_eps0.1	5	188	5	0	3
PhyloSigFinder.QP	m5_S62_k2_eps0.1	4	155	4	0	4
QP	m5_S66_k2_eps0.1	1	25	2	12	2
QP	m5_S66_k2_eps0.1	3	87	1	10	4
QP	m5_S66_k2_eps0.1	2	153	0	7	7
QP	m5_S66_k2_eps0.1	5	67	1	10	4
QP	m5_S66_k2_eps0.1	4	166	0	6	6
QP	m5_S66_k2_eps0.1	1	25	2	3	2
QP	m5_S66_k2_eps0.1	3	87	1	1	4
QP	m5_S66_k2_eps0.1	2	153	1	1	6
QP	m5_S66_k2_eps0.1	5	67	1	1	4
QP	m5_S66_k2_eps0.1	4	166	0	1	6
QP	m5_S66_k2_eps0.1	1	25	2	2	2
QP	m5_S66_k2_eps0.1	3	87	2	1	3
QP	m5_S66_k2_eps0.1	2	153	4	0	3
QP	m5_S66_k2_eps0.1	5	67	1	0	4
QP	m5_S66_k2_eps0.1	4	166	3	0	3
PhyloSigFinder.QP	m5_S66_k2_eps0.1	1	25	1	12	2
PhyloSigFinder.QP	m5_S66_k2_eps0.1	3	87	2	8	6
PhyloSigFinder.QP	m5_S66_k2_eps0.1	2	153	0	6	8
PhyloSigFinder.QP	m5_S66_k2_eps0.1	5	67	2	10	4
PhyloSigFinder.QP	m5_S66_k2_eps0.1	4	166	0	4	8
PhyloSigFinder.QP	m5_S66_k2_eps0.1	1	25	1	3	2
PhyloSigFinder.QP	m5_S66_k2_eps0.1	3	87	3	0	5
PhyloSigFinder.QP	m5_S66_k2_eps0.1	2	153	2	1	6
PhyloSigFinder.QP	m5_S66_k2_eps0.1	5	67	2	1	4
PhyloSigFinder.QP	m5_S66_k2_eps0.1	4	166	1	0	7
PhyloSigFinder.QP	m5_S66_k2_eps0.1	1	25	1	2	2
PhyloSigFinder.QP	m5_S66_k2_eps0.1	3	87	4	0	4
PhyloSigFinder.QP	m5_S66_k2_eps0.1	2	153	5	0	3
PhyloSigFinder.QP	m5_S66_k2_eps0.1	5	67	3	1	3
PhyloSigFinder.QP	m5_S66_k2_eps0.1	4	166	5	0	3
QP	m5_S69_k2_eps0.1	1	128	0	5	5
QP	m5_S69_k2_eps0.1	3	129	1	8	5
QP	m5_S69_k2_eps0.1	2	153	0	7	8
QP	m5_S69_k2_eps0.1	5	49	2	6	4
QP	m5_S69_k2_eps0.1	4	134	0	4	6
QP	m5_S69_k2_eps0.1	1	128	0	2	5
QP	m5_S69_k2_eps0.1	3	129	1	2	5
QP	m5_S69_k2_eps0.1	2	153	3	2	5
QP	m5_S69_k2_eps0.1	5	49	2	3	4
QP	m5_S69_k2_eps0.1	4	134	0	1	6
QP	m5_S69_k2_eps0.1	1	128	2	1	3
QP	m5_S69_k2_eps0.1	3	129	5	0	1
QP	m5_S69_k2_eps0.1	2	153	5	0	3
QP	m5_S69_k2_eps0.1	5	49	4	2	2
QP	m5_S69_k2_eps0.1	4	134	3	1	3
PhyloSigFinder.QP	m5_S69_k2_eps0.1	1	128	1	3	7
PhyloSigFinder.QP	m5_S69_k2_eps0.1	3	129	0	5	8
PhyloSigFinder.QP	m5_S69_k2_eps0.1	2	153	1	5	10
PhyloSigFinder.QP	m5_S69_k2_eps0.1	5	49	1	5	5
PhyloSigFinder.QP	m5_S69_k2_eps0.1	4	134	1	3	7
PhyloSigFinder.QP	m5_S69_k2_eps0.1	1	128	2	1	6
PhyloSigFinder.QP	m5_S69_k2_eps0.1	3	129	1	0	7
PhyloSigFinder.QP	m5_S69_k2_eps0.1	2	153	5	1	6
PhyloSigFinder.QP	m5_S69_k2_eps0.1	5	49	1	2	5
PhyloSigFinder.QP	m5_S69_k2_eps0.1	4	134	2	1	6
PhyloSigFinder.QP	m5_S69_k2_eps0.1	1	128	5	1	3
PhyloSigFinder.QP	m5_S69_k2_eps0.1	3	129	7	0	1
PhyloSigFinder.QP	m5_S69_k2_eps0.1	2	153	8	0	3
PhyloSigFinder.QP	m5_S69_k2_eps0.1	5	49	4	2	2
PhyloSigFinder.QP	m5_S69_k2_eps0.1	4	134	5	1	3
QP	m5_S71_k2_eps0.1	1	49	2	9	6
QP	m5_S71_k2_eps0.1	3	192	0	13	5
QP	m5_S71_k2_eps0.1	2	154	0	6	7
QP	m5_S71_k2_eps0.1	5	15	2	13	5
QP	m5_S71_k2_eps0.1	4	110	0	12	6
QP	m5_S71_k2_eps0.1	1	49	3	2	5
QP	m5_S71_k2_eps0.1	3	192	0	1	5
QP	m5_S71_k2_eps0.1	2	154	0	1	7
QP	m5_S71_k2_eps0.1	5	15	5	4	2
QP	m5_S71_k2_eps0.1	4	110	1	1	5
QP	m5_S71_k2_eps0.1	1	49	4	1	4
QP	m5_S71_k2_eps0.1	3	192	3	0	2
QP	m5_S71_k2_eps0.1	2	154	3	0	4
QP	m5_S71_k2_eps0.1	5	15	6	1	1
QP	m5_S71_k2_eps0.1	4	110	4	0	2
PhyloSigFinder.QP	m5_S71_k2_eps0.1	1	49	2	10	5
PhyloSigFinder.QP	m5_S71_k2_eps0.1	3	192	0	9	9
PhyloSigFinder.QP	m5_S71_k2_eps0.1	2	154	0	4	9
PhyloSigFinder.QP	m5_S71_k2_eps0.1	5	15	NA	NA	NA
PhyloSigFinder.QP	m5_S71_k2_eps0.1	4	110	0	10	8
PhyloSigFinder.QP	m5_S71_k2_eps0.1	1	49	3	3	4
PhyloSigFinder.QP	m5_S71_k2_eps0.1	3	192	5	2	4
PhyloSigFinder.QP	m5_S71_k2_eps0.1	2	154	1	0	8
PhyloSigFinder.QP	m5_S71_k2_eps0.1	5	15	NA	NA	NA
PhyloSigFinder.QP	m5_S71_k2_eps0.1	4	110	4	2	4
PhyloSigFinder.QP	m5_S71_k2_eps0.1	1	49	4	2	3
PhyloSigFinder.QP	m5_S71_k2_eps0.1	3	192	8	1	1
PhyloSigFinder.QP	m5_S71_k2_eps0.1	2	154	5	0	4
PhyloSigFinder.QP	m5_S71_k2_eps0.1	5	15	NA	NA	NA
PhyloSigFinder.QP	m5_S71_k2_eps0.1	4	110	7	1	1
QP	m5_S9_k2_eps0.1	1	26	2	6	5
QP	m5_S9_k2_eps0.1	3	145	0	8	7
QP	m5_S9_k2_eps0.1	2	123	0	6	5
QP	m5_S9_k2_eps0.1	5	82	1	6	5
QP	m5_S9_k2_eps0.1	4	49	0	5	6
QP	m5_S9_k2_eps0.1	1	26	3	3	4
QP	m5_S9_k2_eps0.1	3	145	0	0	7
QP	m5_S9_k2_eps0.1	2	123	0	1	5
QP	m5_S9_k2_eps0.1	5	82	1	2	5
QP	m5_S9_k2_eps0.1	4	49	0	1	6
QP	m5_S9_k2_eps0.1	1	26	5	1	2
QP	m5_S9_k2_eps0.1	3	145	3	0	4
QP	m5_S9_k2_eps0.1	2	123	2	0	3
QP	m5_S9_k2_eps0.1	5	82	3	0	3
QP	m5_S9_k2_eps0.1	4	49	3	0	3
PhyloSigFinder.QP	m5_S9_k2_eps0.1	1	26	3	7	4
PhyloSigFinder.QP	m5_S9_k2_eps0.1	3	145	0	7	8
PhyloSigFinder.QP	m5_S9_k2_eps0.1	2	123	1	4	7
PhyloSigFinder.QP	m5_S9_k2_eps0.1	5	82	2	6	5
PhyloSigFinder.QP	m5_S9_k2_eps0.1	4	49	1	5	6
PhyloSigFinder.QP	m5_S9_k2_eps0.1	1	26	4	4	3
PhyloSigFinder.QP	m5_S9_k2_eps0.1	3	145	1	0	7
PhyloSigFinder.QP	m5_S9_k2_eps0.1	2	123	3	1	5
PhyloSigFinder.QP	m5_S9_k2_eps0.1	5	82	2	2	5
PhyloSigFinder.QP	m5_S9_k2_eps0.1	4	49	1	1	6
PhyloSigFinder.QP	m5_S9_k2_eps0.1	1	26	5	1	2
PhyloSigFinder.QP	m5_S9_k2_eps0.1	3	145	4	0	4
PhyloSigFinder.QP	m5_S9_k2_eps0.1	2	123	5	0	3
PhyloSigFinder.QP	m5_S9_k2_eps0.1	5	82	4	0	3
PhyloSigFinder.QP	m5_S9_k2_eps0.1	4	49	4	0	3
QP	m5_S18_k2_eps0.2	1	71	1	5	6
QP	m5_S18_k2_eps0.2	3	73	1	6	5
QP	m5_S18_k2_eps0.2	2	64	1	4	6
QP	m5_S18_k2_eps0.2	5	58	0	5	7
QP	m5_S18_k2_eps0.2	4	103	0	6	5
QP	m5_S18_k2_eps0.2	1	71	2	1	5
QP	m5_S18_k2_eps0.2	3	73	2	2	4
QP	m5_S18_k2_eps0.2	2	64	1	2	6
QP	m5_S18_k2_eps0.2	5	58	3	1	4
QP	m5_S18_k2_eps0.2	4	103	1	2	4
QP	m5_S18_k2_eps0.2	1	71	4	0	3
QP	m5_S18_k2_eps0.2	3	73	3	0	3
QP	m5_S18_k2_eps0.2	2	64	4	2	3
QP	m5_S18_k2_eps0.2	5	58	5	1	2
QP	m5_S18_k2_eps0.2	4	103	2	0	3
PhyloSigFinder.QP	m5_S18_k2_eps0.2	1	71	1	5	6
PhyloSigFinder.QP	m5_S18_k2_eps0.2	3	73	0	6	5
PhyloSigFinder.QP	m5_S18_k2_eps0.2	2	64	2	6	4
PhyloSigFinder.QP	m5_S18_k2_eps0.2	5	58	2	7	5
PhyloSigFinder.QP	m5_S18_k2_eps0.2	4	103	0	6	5
PhyloSigFinder.QP	m5_S18_k2_eps0.2	1	71	2	1	5
PhyloSigFinder.QP	m5_S18_k2_eps0.2	3	73	1	2	4
PhyloSigFinder.QP	m5_S18_k2_eps0.2	2	64	2	4	4
PhyloSigFinder.QP	m5_S18_k2_eps0.2	5	58	4	2	3
PhyloSigFinder.QP	m5_S18_k2_eps0.2	4	103	1	2	4
PhyloSigFinder.QP	m5_S18_k2_eps0.2	1	71	4	0	3
PhyloSigFinder.QP	m5_S18_k2_eps0.2	3	73	2	0	3
PhyloSigFinder.QP	m5_S18_k2_eps0.2	2	64	4	3	2
PhyloSigFinder.QP	m5_S18_k2_eps0.2	5	58	6	2	1
PhyloSigFinder.QP	m5_S18_k2_eps0.2	4	103	2	0	3
QP	m5_S37_k2_eps0.2	1	42	0	10	4
QP	m5_S37_k2_eps0.2	3	147	0	7	7
QP	m5_S37_k2_eps0.2	2	160	2	11	3
QP	m5_S37_k2_eps0.2	5	73	1	5	5
QP	m5_S37_k2_eps0.2	4	85	1	7	3
QP	m5_S37_k2_eps0.2	1	42	1	2	3
QP	m5_S37_k2_eps0.2	3	147	3	1	4
QP	m5_S37_k2_eps0.2	2	160	2	2	3
QP	m5_S37_k2_eps0.2	5	73	1	2	5
QP	m5_S37_k2_eps0.2	4	85	2	0	2
QP	m5_S37_k2_eps0.2	1	42	1	0	3
QP	m5_S37_k2_eps0.2	3	147	4	0	3
QP	m5_S37_k2_eps0.2	2	160	2	0	3
QP	m5_S37_k2_eps0.2	5	73	3	0	3
QP	m5_S37_k2_eps0.2	4	85	2	0	2
PhyloSigFinder.QP	m5_S37_k2_eps0.2	1	42	1	9	5
PhyloSigFinder.QP	m5_S37_k2_eps0.2	3	147	0	8	6
PhyloSigFinder.QP	m5_S37_k2_eps0.2	2	160	2	8	6
PhyloSigFinder.QP	m5_S37_k2_eps0.2	5	73	3	5	5
PhyloSigFinder.QP	m5_S37_k2_eps0.2	4	85	2	7	3
PhyloSigFinder.QP	m5_S37_k2_eps0.2	1	42	2	1	4
PhyloSigFinder.QP	m5_S37_k2_eps0.2	3	147	3	2	3
PhyloSigFinder.QP	m5_S37_k2_eps0.2	2	160	4	1	4
PhyloSigFinder.QP	m5_S37_k2_eps0.2	5	73	3	2	5
PhyloSigFinder.QP	m5_S37_k2_eps0.2	4	85	3	0	2
PhyloSigFinder.QP	m5_S37_k2_eps0.2	1	42	3	0	3
PhyloSigFinder.QP	m5_S37_k2_eps0.2	3	147	3	0	3
PhyloSigFinder.QP	m5_S37_k2_eps0.2	2	160	5	0	3
PhyloSigFinder.QP	m5_S37_k2_eps0.2	5	73	5	0	3
PhyloSigFinder.QP	m5_S37_k2_eps0.2	4	85	3	0	2
QP	m5_S3_k2_eps0.2	1	64	2	5	6
QP	m5_S3_k2_eps0.2	3	124	2	12	4
QP	m5_S3_k2_eps0.2	2	135	1	9	7
QP	m5_S3_k2_eps0.2	5	16	2	5	6
QP	m5_S3_k2_eps0.2	4	36	0	8	7
QP	m5_S3_k2_eps0.2	1	64	4	3	4
QP	m5_S3_k2_eps0.2	3	124	2	4	4
QP	m5_S3_k2_eps0.2	2	135	2	2	6
QP	m5_S3_k2_eps0.2	5	16	4	3	4
QP	m5_S3_k2_eps0.2	4	36	2	1	5
QP	m5_S3_k2_eps0.2	1	64	6	2	2
QP	m5_S3_k2_eps0.2	3	124	3	1	3
QP	m5_S3_k2_eps0.2	2	135	5	1	3
QP	m5_S3_k2_eps0.2	5	16	6	2	2
QP	m5_S3_k2_eps0.2	4	36	3	0	4
PhyloSigFinder.QP	m5_S3_k2_eps0.2	1	64	1	5	6
PhyloSigFinder.QP	m5_S3_k2_eps0.2	3	124	2	8	8
PhyloSigFinder.QP	m5_S3_k2_eps0.2	2	135	0	5	11
PhyloSigFinder.QP	m5_S3_k2_eps0.2	5	16	NA	NA	NA
PhyloSigFinder.QP	m5_S3_k2_eps0.2	4	36	2	10	5
PhyloSigFinder.QP	m5_S3_k2_eps0.2	1	64	3	3	4
PhyloSigFinder.QP	m5_S3_k2_eps0.2	3	124	5	3	5
PhyloSigFinder.QP	m5_S3_k2_eps0.2	2	135	3	0	8
PhyloSigFinder.QP	m5_S3_k2_eps0.2	5	16	NA	NA	NA
PhyloSigFinder.QP	m5_S3_k2_eps0.2	4	36	3	2	4
PhyloSigFinder.QP	m5_S3_k2_eps0.2	1	64	5	2	2
PhyloSigFinder.QP	m5_S3_k2_eps0.2	3	124	7	1	3
PhyloSigFinder.QP	m5_S3_k2_eps0.2	2	135	7	0	4
PhyloSigFinder.QP	m5_S3_k2_eps0.2	5	16	NA	NA	NA
PhyloSigFinder.QP	m5_S3_k2_eps0.2	4	36	4	1	3
QP	m5_S45_k2_eps0.2	1	24	4	6	2
QP	m5_S45_k2_eps0.2	3	106	1	7	7
QP	m5_S45_k2_eps0.2	2	166	1	7	7
QP	m5_S45_k2_eps0.2	5	50	1	7	7
QP	m5_S45_k2_eps0.2	4	120	0	8	3
QP	m5_S45_k2_eps0.2	1	24	4	4	2
QP	m5_S45_k2_eps0.2	3	106	3	2	5
QP	m5_S45_k2_eps0.2	2	166	2	1	6
QP	m5_S45_k2_eps0.2	5	50	3	2	5
QP	m5_S45_k2_eps0.2	4	120	0	1	3
QP	m5_S45_k2_eps0.2	1	24	4	2	2
QP	m5_S45_k2_eps0.2	3	106	4	0	4
QP	m5_S45_k2_eps0.2	2	166	4	0	4
QP	m5_S45_k2_eps0.2	5	50	5	1	3
QP	m5_S45_k2_eps0.2	4	120	1	0	2
PhyloSigFinder.QP	m5_S45_k2_eps0.2	1	24	2	5	3
PhyloSigFinder.QP	m5_S45_k2_eps0.2	3	106	1	6	8
PhyloSigFinder.QP	m5_S45_k2_eps0.2	2	166	0	5	9
PhyloSigFinder.QP	m5_S45_k2_eps0.2	5	50	0	8	6
PhyloSigFinder.QP	m5_S45_k2_eps0.2	4	120	0	6	5
PhyloSigFinder.QP	m5_S45_k2_eps0.2	1	24	2	3	3
PhyloSigFinder.QP	m5_S45_k2_eps0.2	3	106	3	1	6
PhyloSigFinder.QP	m5_S45_k2_eps0.2	2	166	2	0	7
PhyloSigFinder.QP	m5_S45_k2_eps0.2	5	50	1	2	5
PhyloSigFinder.QP	m5_S45_k2_eps0.2	4	120	2	1	3
PhyloSigFinder.QP	m5_S45_k2_eps0.2	1	24	3	2	2
PhyloSigFinder.QP	m5_S45_k2_eps0.2	3	106	5	0	4
PhyloSigFinder.QP	m5_S45_k2_eps0.2	2	166	5	0	4
PhyloSigFinder.QP	m5_S45_k2_eps0.2	5	50	2	0	4
PhyloSigFinder.QP	m5_S45_k2_eps0.2	4	120	3	0	2
QP	m5_S5_k2_eps0.2	1	15	4	9	3
QP	m5_S5_k2_eps0.2	3	55	2	8	4
QP	m5_S5_k2_eps0.2	2	103	1	8	7
QP	m5_S5_k2_eps0.2	5	181	0	6	6
QP	m5_S5_k2_eps0.2	4	190	0	8	6
QP	m5_S5_k2_eps0.2	1	15	4	4	3
QP	m5_S5_k2_eps0.2	3	55	3	4	3
QP	m5_S5_k2_eps0.2	2	103	4	4	4
QP	m5_S5_k2_eps0.2	5	181	0	1	6
QP	m5_S5_k2_eps0.2	4	190	1	2	5
QP	m5_S5_k2_eps0.2	1	15	6	3	1
QP	m5_S5_k2_eps0.2	3	55	3	1	3
QP	m5_S5_k2_eps0.2	2	103	6	1	2
QP	m5_S5_k2_eps0.2	5	181	2	0	4
QP	m5_S5_k2_eps0.2	4	190	3	0	3
PhyloSigFinder.QP	m5_S5_k2_eps0.2	1	15	NA	NA	NA
PhyloSigFinder.QP	m5_S5_k2_eps0.2	3	55	1	6	6
PhyloSigFinder.QP	m5_S5_k2_eps0.2	2	103	1	8	7
PhyloSigFinder.QP	m5_S5_k2_eps0.2	5	181	1	3	9
PhyloSigFinder.QP	m5_S5_k2_eps0.2	4	190	0	5	9
PhyloSigFinder.QP	m5_S5_k2_eps0.2	1	15	NA	NA	NA
PhyloSigFinder.QP	m5_S5_k2_eps0.2	3	55	3	3	4
PhyloSigFinder.QP	m5_S5_k2_eps0.2	2	103	4	4	4
PhyloSigFinder.QP	m5_S5_k2_eps0.2	5	181	3	0	7
PhyloSigFinder.QP	m5_S5_k2_eps0.2	4	190	3	1	6
PhyloSigFinder.QP	m5_S5_k2_eps0.2	1	15	NA	NA	NA
PhyloSigFinder.QP	m5_S5_k2_eps0.2	3	55	4	1	3
PhyloSigFinder.QP	m5_S5_k2_eps0.2	2	103	6	1	2
PhyloSigFinder.QP	m5_S5_k2_eps0.2	5	181	6	0	4
PhyloSigFinder.QP	m5_S5_k2_eps0.2	4	190	6	0	3
QP	m5_S62_k2_eps0.2	1	139	0	10	7
QP	m5_S62_k2_eps0.2	3	75	0	11	6
QP	m5_S62_k2_eps0.2	2	74	1	11	5
QP	m5_S62_k2_eps0.2	5	44	0	10	7
QP	m5_S62_k2_eps0.2	4	171	0	10	7
QP	m5_S62_k2_eps0.2	1	139	1	1	6
QP	m5_S62_k2_eps0.2	3	75	0	0	6
QP	m5_S62_k2_eps0.2	2	74	2	3	4
QP	m5_S62_k2_eps0.2	5	44	2	2	5
QP	m5_S62_k2_eps0.2	4	171	1	1	6
QP	m5_S62_k2_eps0.2	1	139	4	0	3
QP	m5_S62_k2_eps0.2	3	75	1	0	5
QP	m5_S62_k2_eps0.2	2	74	4	1	2
QP	m5_S62_k2_eps0.2	5	44	6	2	1
QP	m5_S62_k2_eps0.2	4	171	4	0	3
PhyloSigFinder.QP	m5_S62_k2_eps0.2	1	139	0	8	9
PhyloSigFinder.QP	m5_S62_k2_eps0.2	3	75	0	9	8
PhyloSigFinder.QP	m5_S62_k2_eps0.2	2	74	0	11	5
PhyloSigFinder.QP	m5_S62_k2_eps0.2	5	44	0	9	8
PhyloSigFinder.QP	m5_S62_k2_eps0.2	4	171	0	7	10
PhyloSigFinder.QP	m5_S62_k2_eps0.2	1	139	3	1	6
PhyloSigFinder.QP	m5_S62_k2_eps0.2	3	75	3	1	5
PhyloSigFinder.QP	m5_S62_k2_eps0.2	2	74	1	3	4
PhyloSigFinder.QP	m5_S62_k2_eps0.2	5	44	2	1	6
PhyloSigFinder.QP	m5_S62_k2_eps0.2	4	171	4	1	6
PhyloSigFinder.QP	m5_S62_k2_eps0.2	1	139	6	0	3
PhyloSigFinder.QP	m5_S62_k2_eps0.2	3	75	4	1	4
PhyloSigFinder.QP	m5_S62_k2_eps0.2	2	74	3	1	2
PhyloSigFinder.QP	m5_S62_k2_eps0.2	5	44	6	1	2
PhyloSigFinder.QP	m5_S62_k2_eps0.2	4	171	7	0	3
QP	m5_S66_k2_eps0.2	1	190	0	5	5
QP	m5_S66_k2_eps0.2	3	67	0	5	5
QP	m5_S66_k2_eps0.2	2	176	0	7	6
QP	m5_S66_k2_eps0.2	5	136	1	7	3
QP	m5_S66_k2_eps0.2	4	181	0	7	6
QP	m5_S66_k2_eps0.2	1	190	0	0	5
QP	m5_S66_k2_eps0.2	3	67	1	1	4
QP	m5_S66_k2_eps0.2	2	176	0	2	6
QP	m5_S66_k2_eps0.2	5	136	1	2	3
QP	m5_S66_k2_eps0.2	4	181	0	2	6
QP	m5_S66_k2_eps0.2	1	190	2	0	3
QP	m5_S66_k2_eps0.2	3	67	2	0	3
QP	m5_S66_k2_eps0.2	2	176	3	0	3
QP	m5_S66_k2_eps0.2	5	136	1	0	3
QP	m5_S66_k2_eps0.2	4	181	1	0	5
PhyloSigFinder.QP	m5_S66_k2_eps0.2	1	190	0	3	7
PhyloSigFinder.QP	m5_S66_k2_eps0.2	3	67	0	5	5
PhyloSigFinder.QP	m5_S66_k2_eps0.2	2	176	2	3	10
PhyloSigFinder.QP	m5_S66_k2_eps0.2	5	136	0	4	6
PhyloSigFinder.QP	m5_S66_k2_eps0.2	4	181	1	6	7
PhyloSigFinder.QP	m5_S66_k2_eps0.2	1	190	2	0	5
PhyloSigFinder.QP	m5_S66_k2_eps0.2	3	67	1	1	4
PhyloSigFinder.QP	m5_S66_k2_eps0.2	2	176	5	1	7
PhyloSigFinder.QP	m5_S66_k2_eps0.2	5	136	2	1	4
PhyloSigFinder.QP	m5_S66_k2_eps0.2	4	181	2	2	6
PhyloSigFinder.QP	m5_S66_k2_eps0.2	1	190	4	0	3
PhyloSigFinder.QP	m5_S66_k2_eps0.2	3	67	2	0	3
PhyloSigFinder.QP	m5_S66_k2_eps0.2	2	176	9	0	3
PhyloSigFinder.QP	m5_S66_k2_eps0.2	5	136	3	0	3
PhyloSigFinder.QP	m5_S66_k2_eps0.2	4	181	4	1	4
QP	m5_S69_k2_eps0.2	1	14	3	10	4
QP	m5_S69_k2_eps0.2	3	103	0	7	4
QP	m5_S69_k2_eps0.2	2	165	0	7	8
QP	m5_S69_k2_eps0.2	5	74	0	8	6
QP	m5_S69_k2_eps0.2	4	129	0	7	7
QP	m5_S69_k2_eps0.2	1	14	4	4	3
QP	m5_S69_k2_eps0.2	3	103	1	1	3
